"sex","variable","value"
"Female","height",167
"Female","weight",59.7
"Female","bmi",21.4
"Female","height",162
"Female","weight",66
"Female","bmi",25.1
"Female","height",166
"Female","weight",60
"Female","bmi",21.8
"Female","height",152
"Female","weight",49.1
"Female","bmi",21.3
"Female","height",167
"Female","weight",70.1
"Female","bmi",25.1
"Female","height",159
"Female","weight",66.4
"Female","bmi",26.3
"Female","height",163
"Female","weight",67.3
"Female","bmi",25.3
"Female","height",159
"Female","weight",60.8
"Female","bmi",24
"Female","height",152
"Female","weight",45.3
"Female","bmi",19.6
"Female","height",162
"Female","weight",62
"Female","bmi",23.6
"Female","height",165
"Female","weight",65.6
"Female","bmi",24.1
"Female","height",165
"Female","weight",68.7
"Female","bmi",25.2
"Female","height",169
"Female","weight",60
"Female","bmi",21
"Female","height",162
"Female","weight",71.1
"Female","bmi",27.1
"Female","height",164
"Female","weight",75
"Female","bmi",27.9
"Female","height",165
"Female","weight",60.5
"Female","bmi",22.2
"Female","height",156
"Female","weight",52.1
"Female","bmi",21.4
"Female","height",167
"Female","weight",72.7
"Female","bmi",26.1
"Female","height",164
"Female","weight",70.2
"Female","bmi",26.1
"Female","height",157
"Female","weight",62.1
"Female","bmi",25.2
"Female","height",167
"Female","weight",71.6
"Female","bmi",25.7
"Female","height",163
"Female","weight",68.7
"Female","bmi",25.9
"Female","height",165
"Female","weight",68.6
"Female","bmi",25.2
"Female","height",138
"Female","weight",29.3
"Female","bmi",15.4
"Female","height",163
"Female","weight",73.3
"Female","bmi",27.6
"Female","height",163
"Female","weight",56.9
"Female","bmi",21.4
"Female","height",156
"Female","weight",54.3
"Female","bmi",22.3
"Female","height",160
"Female","weight",62.8
"Female","bmi",24.5
"Female","height",171
"Female","weight",68
"Female","bmi",23.3
"Female","height",158
"Female","weight",66.3
"Female","bmi",26.6
"Female","height",158
"Female","weight",55.1
"Female","bmi",22.1
"Female","height",169
"Female","weight",61.7
"Female","bmi",21.6
"Female","height",162
"Female","weight",62.1
"Female","bmi",23.7
"Female","height",154
"Female","weight",55.1
"Female","bmi",23.2
"Female","height",165
"Female","weight",70.8
"Female","bmi",26
"Female","height",158
"Female","weight",58.7
"Female","bmi",23.5
"Female","height",164
"Female","weight",64.9
"Female","bmi",24.1
"Female","height",168
"Female","weight",65.7
"Female","bmi",23.3
"Female","height",160
"Female","weight",67.9
"Female","bmi",26.5
"Female","height",158
"Female","weight",59.2
"Female","bmi",23.7
"Female","height",158
"Female","weight",54
"Female","bmi",21.6
"Female","height",154
"Female","weight",48.4
"Female","bmi",20.4
"Female","height",161
"Female","weight",62.9
"Female","bmi",24.3
"Female","height",161
"Female","weight",58
"Female","bmi",22.4
"Female","height",155
"Female","weight",54.7
"Female","bmi",22.8
"Female","height",162
"Female","weight",55.5
"Female","bmi",21.1
"Female","height",160
"Female","weight",55.3
"Female","bmi",21.6
"Female","height",152
"Female","weight",42.3
"Female","bmi",18.3
"Female","height",173
"Female","weight",85.7
"Female","bmi",28.6
"Female","height",145
"Female","weight",48.1
"Female","bmi",22.9
"Female","height",168
"Female","weight",65.2
"Female","bmi",23.1
"Female","height",160
"Female","weight",55.9
"Female","bmi",21.8
"Female","height",162
"Female","weight",58.8
"Female","bmi",22.4
"Female","height",164
"Female","weight",68.8
"Female","bmi",25.6
"Female","height",159
"Female","weight",56.4
"Female","bmi",22.3
"Female","height",162
"Female","weight",58.5
"Female","bmi",22.3
"Female","height",147
"Female","weight",51
"Female","bmi",23.6
"Female","height",162
"Female","weight",62.6
"Female","bmi",23.9
"Female","height",157
"Female","weight",67.7
"Female","bmi",27.5
"Female","height",158
"Female","weight",53
"Female","bmi",21.2
"Female","height",161
"Female","weight",59.1
"Female","bmi",22.8
"Female","height",158
"Female","weight",59.8
"Female","bmi",24
"Female","height",165
"Female","weight",67.3
"Female","bmi",24.7
"Female","height",155
"Female","weight",55.1
"Female","bmi",22.9
"Female","height",170
"Female","weight",65.2
"Female","bmi",22.6
"Female","height",162
"Female","weight",60.6
"Female","bmi",23.1
"Female","height",164
"Female","weight",56.8
"Female","bmi",21.1
"Female","height",162
"Female","weight",68.8
"Female","bmi",26.2
"Female","height",157
"Female","weight",59.8
"Female","bmi",24.3
"Female","height",163
"Female","weight",67.7
"Female","bmi",25.5
"Female","height",163
"Female","weight",64.1
"Female","bmi",24.1
"Female","height",165
"Female","weight",64.1
"Female","bmi",23.5
"Female","height",161
"Female","weight",58.1
"Female","bmi",22.4
"Female","height",170
"Female","weight",68.4
"Female","bmi",23.7
"Female","height",164
"Female","weight",65.6
"Female","bmi",24.4
"Female","height",159
"Female","weight",63.9
"Female","bmi",25.3
"Female","height",179
"Female","weight",72
"Female","bmi",22.5
"Female","height",170
"Female","weight",76.5
"Female","bmi",26.5
"Female","height",160
"Female","weight",73
"Female","bmi",28.5
"Female","height",164
"Female","weight",68.4
"Female","bmi",25.4
"Female","height",163
"Female","weight",69.5
"Female","bmi",26.2
"Female","height",158
"Female","weight",53.1
"Female","bmi",21.3
"Female","height",158
"Female","weight",62.9
"Female","bmi",25.2
"Female","height",172
"Female","weight",67.9
"Female","bmi",23
"Female","height",161
"Female","weight",60.1
"Female","bmi",23.2
"Female","height",168
"Female","weight",63.7
"Female","bmi",22.6
"Female","height",157
"Female","weight",54.9
"Female","bmi",22.3
"Female","height",165
"Female","weight",63.7
"Female","bmi",23.4
"Female","height",154
"Female","weight",50.8
"Female","bmi",21.4
"Female","height",154
"Female","weight",46.1
"Female","bmi",19.4
"Female","height",161
"Female","weight",57.4
"Female","bmi",22.1
"Female","height",156
"Female","weight",58.9
"Female","bmi",24.2
"Female","height",164
"Female","weight",59.2
"Female","bmi",22
"Female","height",164
"Female","weight",67.6
"Female","bmi",25.1
"Female","height",154
"Female","weight",51.8
"Female","bmi",21.8
"Female","height",154
"Female","weight",45.5
"Female","bmi",19.2
"Female","height",170
"Female","weight",76.2
"Female","bmi",26.4
"Female","height",154
"Female","weight",52.7
"Female","bmi",22.2
"Female","height",157
"Female","weight",61.9
"Female","bmi",25.1
"Female","height",163
"Female","weight",65.3
"Female","bmi",24.6
"Female","height",168
"Female","weight",67.6
"Female","bmi",24
"Female","height",159
"Female","weight",55.4
"Female","bmi",21.9
"Female","height",153
"Female","weight",49.6
"Female","bmi",21.2
"Female","height",154
"Female","weight",54.7
"Female","bmi",23.1
"Female","height",162
"Female","weight",59.6
"Female","bmi",22.7
"Female","height",158
"Female","weight",51.5
"Female","bmi",20.6
"Female","height",159
"Female","weight",65.9
"Female","bmi",26.1
"Female","height",164
"Female","weight",67.6
"Female","bmi",25.1
"Female","height",155
"Female","weight",51.5
"Female","bmi",21.4
"Female","height",157
"Female","weight",58.8
"Female","bmi",23.9
"Female","height",163
"Female","weight",55.8
"Female","bmi",21
"Female","height",157
"Female","weight",50.8
"Female","bmi",20.6
"Female","height",164
"Female","weight",65.7
"Female","bmi",24.4
"Female","height",154
"Female","weight",55.6
"Female","bmi",23.4
"Female","height",163
"Female","weight",63.7
"Female","bmi",24
"Female","height",154
"Female","weight",54
"Female","bmi",22.8
"Female","height",165
"Female","weight",67.8
"Female","bmi",24.9
"Female","height",164
"Female","weight",63.9
"Female","bmi",23.8
"Female","height",158
"Female","weight",60.7
"Female","bmi",24.3
"Female","height",156
"Female","weight",60
"Female","bmi",24.7
"Female","height",160
"Female","weight",51.2
"Female","bmi",20
"Female","height",150
"Female","weight",48.9
"Female","bmi",21.7
"Female","height",162
"Female","weight",56.6
"Female","bmi",21.6
"Female","height",161
"Female","weight",65.6
"Female","bmi",25.3
"Female","height",159
"Female","weight",48.1
"Female","bmi",19
"Female","height",160
"Female","weight",64
"Female","bmi",25
"Female","height",164
"Female","weight",70.9
"Female","bmi",26.4
"Female","height",166
"Female","weight",67.6
"Female","bmi",24.5
"Female","height",164
"Female","weight",67.1
"Female","bmi",24.9
"Female","height",166
"Female","weight",66.1
"Female","bmi",24
"Female","height",165
"Female","weight",65.6
"Female","bmi",24.1
"Female","height",163
"Female","weight",68.7
"Female","bmi",25.9
"Female","height",164
"Female","weight",62.6
"Female","bmi",23.3
"Female","height",173
"Female","weight",75.7
"Female","bmi",25.3
"Female","height",168
"Female","weight",66
"Female","bmi",23.4
"Female","height",160
"Female","weight",66.3
"Female","bmi",25.9
"Female","height",160
"Female","weight",65
"Female","bmi",25.4
"Female","height",167
"Female","weight",68
"Female","bmi",24.4
"Female","height",171
"Female","weight",74.5
"Female","bmi",25.5
"Female","height",159
"Female","weight",63
"Female","bmi",24.9
"Female","height",164
"Female","weight",62.4
"Female","bmi",23.2
"Female","height",158
"Female","weight",60.8
"Female","bmi",24.4
"Female","height",158
"Female","weight",60.4
"Female","bmi",24.2
"Female","height",173
"Female","weight",66.6
"Female","bmi",22.3
"Female","height",149
"Female","weight",44.7
"Female","bmi",20.1
"Female","height",168
"Female","weight",66.7
"Female","bmi",23.6
"Female","height",165
"Female","weight",61.8
"Female","bmi",22.7
"Female","height",157
"Female","weight",54.7
"Female","bmi",22.2
"Female","height",164
"Female","weight",65.9
"Female","bmi",24.5
"Female","height",169
"Female","weight",71.1
"Female","bmi",24.9
"Female","height",172
"Female","weight",69.5
"Female","bmi",23.5
"Female","height",162
"Female","weight",60.7
"Female","bmi",23.1
"Female","height",158
"Female","weight",49.2
"Female","bmi",19.7
"Female","height",161
"Female","weight",61.2
"Female","bmi",23.6
"Female","height",153
"Female","weight",49.5
"Female","bmi",21.1
"Female","height",167
"Female","weight",68.2
"Female","bmi",24.5
"Female","height",167
"Female","weight",62.5
"Female","bmi",22.4
"Female","height",154
"Female","weight",58.7
"Female","bmi",24.8
"Female","height",165
"Female","weight",60.8
"Female","bmi",22.3
"Female","height",161
"Female","weight",55.8
"Female","bmi",21.5
"Female","height",167
"Female","weight",71.4
"Female","bmi",25.6
"Female","height",161
"Female","weight",62.5
"Female","bmi",24.1
"Female","height",181
"Female","weight",79.9
"Female","bmi",24.4
"Female","height",161
"Female","weight",64.4
"Female","bmi",24.8
"Female","height",151
"Female","weight",57.8
"Female","bmi",25.3
"Female","height",154
"Female","weight",52.7
"Female","bmi",22.2
"Female","height",159
"Female","weight",60.1
"Female","bmi",23.8
"Female","height",154
"Female","weight",52.8
"Female","bmi",22.3
"Female","height",168
"Female","weight",72.8
"Female","bmi",25.8
"Female","height",172
"Female","weight",70.7
"Female","bmi",23.9
"Female","height",154
"Female","weight",54.7
"Female","bmi",23.1
"Female","height",176
"Female","weight",84
"Female","bmi",27.1
"Female","height",163
"Female","weight",60.9
"Female","bmi",22.9
"Female","height",165
"Female","weight",65.6
"Female","bmi",24.1
"Female","height",161
"Female","weight",59.8
"Female","bmi",23.1
"Female","height",161
"Female","weight",60.3
"Female","bmi",23.3
"Female","height",172
"Female","weight",68.9
"Female","bmi",23.3
"Female","height",159
"Female","weight",65.2
"Female","bmi",25.8
"Female","height",174
"Female","weight",67.7
"Female","bmi",22.4
"Female","height",156
"Female","weight",56.1
"Female","bmi",23.1
"Female","height",164
"Female","weight",67.6
"Female","bmi",25.1
"Female","height",170
"Female","weight",78.1
"Female","bmi",27
"Female","height",162
"Female","weight",59.9
"Female","bmi",22.8
"Female","height",156
"Female","weight",58.1
"Female","bmi",23.9
"Female","height",154
"Female","weight",54.2
"Female","bmi",22.9
"Female","height",168
"Female","weight",70
"Female","bmi",24.8
"Female","height",158
"Female","weight",48.2
"Female","bmi",19.3
"Female","height",160
"Female","weight",60.6
"Female","bmi",23.7
"Female","height",159
"Female","weight",64.7
"Female","bmi",25.6
"Female","height",161
"Female","weight",60.4
"Female","bmi",23.3
"Female","height",167
"Female","weight",63.6
"Female","bmi",22.8
"Female","height",155
"Female","weight",57.8
"Female","bmi",24.1
"Female","height",169
"Female","weight",72.1
"Female","bmi",25.2
"Female","height",161
"Female","weight",59.4
"Female","bmi",22.9
"Female","height",173
"Female","weight",77.7
"Female","bmi",26
"Female","height",158
"Female","weight",63.4
"Female","bmi",25.4
"Female","height",167
"Female","weight",76.1
"Female","bmi",27.3
"Female","height",159
"Female","weight",66.8
"Female","bmi",26.4
"Female","height",161
"Female","weight",63.6
"Female","bmi",24.5
"Female","height",163
"Female","weight",62.7
"Female","bmi",23.6
"Female","height",145
"Female","weight",38.3
"Female","bmi",18.2
"Female","height",164
"Female","weight",63.3
"Female","bmi",23.5
"Female","height",156
"Female","weight",46.8
"Female","bmi",19.2
"Female","height",157
"Female","weight",50.1
"Female","bmi",20.3
"Female","height",164
"Female","weight",62.3
"Female","bmi",23.2
"Female","height",160
"Female","weight",55.5
"Female","bmi",21.7
"Female","height",150
"Female","weight",56.7
"Female","bmi",25.2
"Female","height",174
"Female","weight",71.6
"Female","bmi",23.6
"Female","height",172
"Female","weight",73.3
"Female","bmi",24.8
"Female","height",159
"Female","weight",57.4
"Female","bmi",22.7
"Female","height",160
"Female","weight",61.6
"Female","bmi",24.1
"Female","height",160
"Female","weight",64.4
"Female","bmi",25.2
"Female","height",167
"Female","weight",64.9
"Female","bmi",23.3
"Female","height",166
"Female","weight",63.3
"Female","bmi",23
"Female","height",160
"Female","weight",58.2
"Female","bmi",22.7
"Female","height",166
"Female","weight",64.5
"Female","bmi",23.4
"Female","height",159
"Female","weight",55.8
"Female","bmi",22.1
"Female","height",164
"Female","weight",61.6
"Female","bmi",22.9
"Female","height",158
"Female","weight",55.4
"Female","bmi",22.2
"Female","height",172
"Female","weight",70
"Female","bmi",23.7
"Female","height",157
"Female","weight",51.2
"Female","bmi",20.8
"Female","height",158
"Female","weight",51.9
"Female","bmi",20.8
"Female","height",166
"Female","weight",67.7
"Female","bmi",24.6
"Female","height",165
"Female","weight",59.2
"Female","bmi",21.7
"Female","height",152
"Female","weight",51.6
"Female","bmi",22.3
"Female","height",162
"Female","weight",58.6
"Female","bmi",22.3
"Female","height",162
"Female","weight",64.6
"Female","bmi",24.6
"Female","height",152
"Female","weight",51.3
"Female","bmi",22.2
"Female","height",167
"Female","weight",67.8
"Female","bmi",24.3
"Female","height",158
"Female","weight",61.1
"Female","bmi",24.5
"Female","height",147
"Female","weight",44
"Female","bmi",20.4
"Female","height",172
"Female","weight",73.6
"Female","bmi",24.9
"Female","height",157
"Female","weight",56.4
"Female","bmi",22.9
"Female","height",152
"Female","weight",50.5
"Female","bmi",21.9
"Female","height",159
"Female","weight",53.4
"Female","bmi",21.1
"Female","height",153
"Female","weight",56.3
"Female","bmi",24.1
"Female","height",168
"Female","weight",71.5
"Female","bmi",25.3
"Female","height",170
"Female","weight",69.9
"Female","bmi",24.2
"Female","height",167
"Female","weight",57.1
"Female","bmi",20.5
"Female","height",157
